index,P(0),P(1),P(2)
0,-1.0,0.125,0.0
1,-1.0,0.06250000000000001,-0.10825317547305482
2,-1.0,-0.06249999999999997,-0.10825317547305484
3,-1.0,-0.125,-1.5308084989341915e-17
4,-1.0,-0.06250000000000006,0.10825317547305481
5,-1.0,0.06249999999999992,0.10825317547305488
6,-0.7777777777777778,0.125,0.0
7,-0.7777777777777778,0.06250000000000001,-0.10825317547305482
8,-0.7777777777777778,-0.06249999999999997,-0.10825317547305484
9,-0.7777777777777778,-0.125,-1.5308084989341915e-17
10,-0.7777777777777778,-0.06250000000000006,0.10825317547305481
11,-0.7777777777777778,0.06249999999999992,0.10825317547305488
12,-0.5555555555555556,0.125,0.0
13,-0.5555555555555556,0.06250000000000001,-0.10825317547305482
14,-0.5555555555555556,-0.06249999999999997,-0.10825317547305484
15,-0.5555555555555556,-0.125,-1.5308084989341915e-17
16,-0.5555555555555556,-0.06250000000000006,0.10825317547305481
17,-0.5555555555555556,0.06249999999999992,0.10825317547305488
18,-0.3333333333333328,0.125,0.0
19,-0.3333333333333328,0.06250000000000001,-0.10825317547305482
20,-0.3333333333333328,-0.06249999999999997,-0.10825317547305484
21,-0.3333333333333328,-0.125,-1.5308084989341915e-17
22,-0.3333333333333328,-0.06250000000000006,0.10825317547305481
23,-0.3333333333333328,0.06249999999999992,0.10825317547305488
24,-0.11111111111110962,0.125,0.0
25,-0.11111111111110962,0.06250000000000001,-0.10825317547305482
26,-0.11111111111110962,-0.06249999999999997,-0.10825317547305484
27,-0.11111111111110962,-0.125,-1.5308084989341915e-17
28,-0.11111111111110962,-0.06250000000000006,0.10825317547305481
29,-0.11111111111110962,0.06249999999999992,0.10825317547305488
30,0.1111111111111116,0.125,0.0
31,0.1111111111111116,0.06250000000000001,-0.10825317547305482
32,0.1111111111111116,-0.06249999999999997,-0.10825317547305484
33,0.1111111111111116,-0.125,-1.5308084989341915e-17
34,0.1111111111111116,-0.06250000000000006,0.10825317547305481
35,0.1111111111111116,0.06249999999999992,0.10825317547305488
36,0.33333333333333537,0.125,0.0
37,0.33333333333333537,0.06250000000000001,-0.10825317547305482
38,0.33333333333333537,-0.06249999999999997,-0.10825317547305484
39,0.33333333333333537,-0.125,-1.5308084989341915e-17
40,0.33333333333333537,-0.06250000000000006,0.10825317547305481
41,0.33333333333333537,0.06249999999999992,0.10825317547305488
42,0.5555555555555574,0.125,0.0
43,0.5555555555555574,0.06250000000000001,-0.10825317547305482
44,0.5555555555555574,-0.06249999999999997,-0.10825317547305484
45,0.5555555555555574,-0.125,-1.5308084989341915e-17
46,0.5555555555555574,-0.06250000000000006,0.10825317547305481
47,0.5555555555555574,0.06249999999999992,0.10825317547305488
48,0.7777777777777792,0.125,0.0
49,0.7777777777777792,0.06250000000000001,-0.10825317547305482
50,0.7777777777777792,-0.06249999999999997,-0.10825317547305484
51,0.7777777777777792,-0.125,-1.5308084989341915e-17
52,0.7777777777777792,-0.06250000000000006,0.10825317547305481
53,0.7777777777777792,0.06249999999999992,0.10825317547305488
54,1.0,0.125,0.0
55,1.0,0.06250000000000001,-0.10825317547305482
56,1.0,-0.06249999999999997,-0.10825317547305484
57,1.0,-0.125,-1.5308084989341915e-17
58,1.0,-0.06250000000000006,0.10825317547305481
59,1.0,0.06249999999999992,0.10825317547305488
