index,type,vertices
206,quad,206 207 223 222
207,quad,207 192 208 223
208,quad,208 209 225 224
209,quad,209 210 226 225
210,quad,210 211 227 226
211,quad,211 212 228 227
212,quad,212 213 229 228
213,quad,213 214 230 229
214,quad,214 215 231 230
215,quad,215 216 232 231
216,quad,216 217 233 232
217,quad,217 218 234 233
218,quad,218 219 235 234
219,quad,219 220 236 235
220,quad,220 221 237 236
221,quad,221 222 238 237
222,quad,222 223 239 238
223,quad,223 208 224 239
224,quad,240 241 257 256
225,quad,241 242 258 257
226,quad,242 243 259 258
227,quad,243 244 260 259
228,quad,244 245 261 260
229,quad,245 246 262 261
230,quad,246 247 263 262
231,quad,247 248 264 263
232,quad,248 249 265 264
233,quad,249 250 266 265
234,quad,250 251 267 266
235,quad,251 252 268 267
236,quad,252 253 269 268
237,quad,253 254 270 269
238,quad,254 255 271 270
239,quad,255 240 256 271
240,quad,256 257 273 272
241,quad,257 258 274 273
242,quad,258 259 275 274
243,quad,259 260 276 275
244,quad,260 261 277 276
245,quad,261 262 278 277
246,quad,262 263 279 278
247,quad,263 264 280 279
248,quad,264 265 281 280
249,quad,265 266 282 281
250,quad,266 267 283 282
251,quad,267 268 284 283
252,quad,268 269 285 284
253,quad,269 270 286 285
254,quad,270 271 287 286
255,quad,271 256 272 287
256,quad,272 273 289 288
257,quad,273 274 290 289
258,quad,274 275 291 290
259,quad,275 276 292 291
260,quad,276 277 293 292
261,quad,277 278 294 293
262,quad,278 279 295 294
263,quad,279 280 296 295
264,quad,280 281 297 296
265,quad,281 282 298 297
266,quad,282 283 299 298
267,quad,283 284 300 299
268,quad,284 285 301 300
269,quad,285 286 302 301
270,quad,286 287 303 302
271,quad,287 272 288 303
272,quad,288 289 305 304
273,quad,289 290 306 305
274,quad,290 291 307 306
275,quad,291 292 308 307
276,quad,292 293 309 308
277,quad,293 294 310 309
278,quad,294 295 311 310
279,quad,295 296 312 311
280,quad,296 297 313 312
281,quad,297 298 314 313
282,quad,298 299 315 314
283,quad,299 300 316 315
284,quad,300 301 317 316
285,quad,301 302 318 317
286,quad,302 303 319 318
287,quad,303 288 304 319
288,quad,304 305 321 320
289,quad,305 306 322 321
290,quad,306 307 323 322
291,quad,307 308 324 323
292,quad,308 309 325 324
293,quad,309 310 326 325
294,quad,310 311 327 326
295,quad,311 312 328 327
296,quad,312 313 329 328
297,quad,313 314 330 329
298,quad,314 315 331 330
299,quad,315 316 332 331
300,quad,316 317 333 332
301,quad,317 318 334 333
302,quad,318 319 335 334
303,quad,319 304 320 335
304,quad,320 321 337 336
305,quad,321 322 338 337
306,quad,322 323 339 338
307,quad,323 324 340 339
308,quad,324 325 341 340
309,quad,325 326 342 341
310,quad,326 327 343 342
311,quad,327 328 344 343
312,quad,328 329 345 344
313,quad,329 330 346 345
314,quad,330 331 347 346
315,quad,331 332 348 347
316,quad,332 333 349 348
317,quad,333 334 350 349
318,quad,334 335 351 350
319,quad,335 320 336 351
320,quad,336 337 353 352
321,quad,337 338 354 353
322,quad,338 339 355 354
323,quad,339 340 356 355
324,quad,340 341 357 356
325,quad,341 342 358 357
326,quad,342 343 359 358
327,quad,343 344 360 359
328,quad,344 345 361 360
329,quad,345 346 362 361
330,quad,346 347 363 362
331,quad,347 348 364 363
332,quad,348 349 365 364
333,quad,349 350 366 365
334,quad,350 351 367 366
335,quad,351 336 352 367
336,quad,352 353 369 368
337,quad,353 354 370 369
338,quad,354 355 371 370
339,quad,355 356 372 371
340,quad,356 357 373 372
341,quad,357 358 374 373
342,quad,358 359 375 374
343,quad,359 360 376 375
344,quad,360 361 377 376
345,quad,361 362 378 377
346,quad,362 363 379 378
347,quad,363 364 380 379
348,quad,364 365 381 380
349,quad,365 366 382 381
350,quad,366 367 383 382
351,quad,367 352 368 383
352,quad,368 369 385 384
353,quad,369 370 386 385
354,quad,370 371 387 386
355,quad,371 372 388 387
356,quad,372 373 389 388
357,quad,373 374 390 389
358,quad,374 375 391 390
359,quad,375 376 392 391
360,quad,376 377 393 392
361,quad,377 378 394 393
362,quad,378 379 395 394
363,quad,379 380 396 395
364,quad,380 381 397 396
365,quad,381 382 398 397
366,quad,382 383 399 398
367,quad,383 368 384 399
368,quad,384 385 401 400
369,quad,385 386 402 401
370,quad,386 387 403 402
371,quad,387 388 404 403
372,quad,388 389 405 404
373,quad,389 390 406 405
374,quad,390 391 407 406
375,quad,391 392 408 407
376,quad,392 393 409 408
377,quad,393 394 410 409
378,quad,394 395 411 410
379,quad,395 396 412 411
380,quad,396 397 413 412
381,quad,397 398 414 413
382,quad,398 399 415 414
383,quad,399 384 400 415
384,quad,400 401 417 416
385,quad,401 402 418 417
386,quad,402 403 419 418
387,quad,403 404 420 419
388,quad,404 405 421 420
389,quad,405 406 422 421
390,quad,406 407 423 422
391,quad,407 408 424 423
392,quad,408 409 425 424
393,quad,409 410 426 425
394,quad,410 411 427 426
395,quad,411 412 428 427
396,quad,412 413 429 428
397,quad,413 414 430 429
398,quad,414 415 431 430
399,quad,415 400 416 431
400,quad,416 417 433 432
401,quad,417 418 434 433
402,quad,418 419 435 434
403,quad,419 420 436 435
404,quad,420 421 437 436
405,quad,421 422 438 437
406,quad,422 423 439 438
407,quad,423 424 440 439
408,quad,424 425 441 440
409,quad,425 426 442 441
410,quad,426 427 443 442
411,quad,427 428 444 443
412,quad,428 429 445 444
413,quad,429 430 446 445
414,quad,430 431 447 446
415,quad,431 416 432 447
416,quad,432 433 449 448
417,quad,433 434 450 449
418,quad,434 435 451 450
419,quad,435 436 452 451
420,quad,436 437 453 452
421,quad,437 438 454 453
422,quad,438 439 455 454
423,quad,439 440 456 455
424,quad,440 441 457 456
425,quad,441 442 458 457
426,quad,442 443 459 458
427,quad,443 444 460 459
428,quad,444 445 461 460
429,quad,445 446 462 461
430,quad,446 447 463 462
431,quad,447 432 448 463
432,quad,448 449 465 464
433,quad,449 450 466 465
434,quad,450 451 467 466
435,quad,451 452 468 467
436,quad,452 453 469 468
437,quad,453 454 470 469
438,quad,454 455 471 470
439,quad,455 456 472 471
440,quad,456 457 473 472
441,quad,457 458 474 473
442,quad,458 459 475 474
443,quad,459 460 476 475
444,quad,460 461 477 476
445,quad,461 462 478 477
446,quad,462 463 479 478
447,quad,463 448 464 479
448,quad,464 465 481 480
449,quad,465 466 482 481
450,quad,466 467 483 482
451,quad,467 468 484 483
452,quad,468 469 485 484
453,quad,469 470 486 485
454,quad,470 471 487 486
455,quad,471 472 488 487
456,quad,472 473 489 488
457,quad,473 474 490 489
458,quad,474 475 491 490
459,quad,475 476 492 491
460,quad,476 477 493 492
461,quad,477 478 494 493
462,quad,478 479 495 494
463,quad,479 464 480 495
464,quad,480 481 497 496
465,quad,481 482 498 497
466,quad,482 483 499 498
467,quad,483 484 500 499
468,quad,484 485 501 500
469,quad,485 486 502 501
470,quad,486 487 503 502
471,quad,487 488 504 503
472,quad,488 489 505 504
473,quad,489 490 506 505
474,quad,490 491 507 506
475,quad,491 492 508 507
476,quad,492 493 509 508
477,quad,493 494 510 509
478,quad,494 495 511 510
479,quad,495 480 496 511
480,quad,496 497 513 512
481,quad,497 498 514 513
482,quad,498 499 515 514
483,quad,499 500 516 515
484,quad,500 501 517 516
485,quad,501 502 518 517
486,quad,502 503 519 518
487,quad,503 504 520 519
488,quad,504 505 521 520
489,quad,505 506 522 521
490,quad,506 507 523 522
491,quad,507 508 524 523
492,quad,508 509 525 524
493,quad,509 510 526 525
494,quad,510 511 527 526
495,quad,511 496 512 527
496,quad,512 513 529 528
497,quad,513 514 530 529
498,quad,514 515 531 530
499,quad,515 516 532 531
500,quad,516 517 533 532
501,quad,517 518 534 533
502,quad,518 519 535 534
503,quad,519 520 536 535
504,quad,520 521 537 536
505,quad,521 522 538 537
506,quad,522 523 539 538
507,quad,523 524 540 539
508,quad,524 525 541 540
509,quad,525 526 542 541
510,quad,526 527 543 542
511,quad,527 512 528 543
512,quad,528 529 545 544
513,quad,529 530 546 545
514,quad,530 531 547 546
515,quad,531 532 548 547
516,quad,532 533 549 548
517,quad,533 534 550 549
518,quad,534 535 551 550
519,quad,535 536 552 551
520,quad,536 537 553 552
521,quad,537 538 554 553
522,quad,538 539 555 554
523,quad,539 540 556 555
524,quad,540 541 557 556
525,quad,541 542 558 557
526,quad,542 543 559 558
527,quad,543 528 544 559
528,quad,544 545 561 560
529,quad,545 546 562 561
530,quad,546 547 563 562
531,quad,547 548 564 563
532,quad,548 549 565 564
533,quad,549 550 566 565
534,quad,550 551 567 566
535,quad,551 552 568 567
536,quad,552 553 569 568
537,quad,553 554 570 569
538,quad,554 555 571 570
539,quad,555 556 572 571
540,quad,556 557 573 572
541,quad,557 558 574 573
542,quad,558 559 575 574
543,quad,559 544 560 575
544,quad,560 561 577 576
545,quad,561 562 578 577
546,quad,562 563 579 578
547,quad,563 564 580 579
548,quad,564 565 581 580
549,quad,565 566 582 581
550,quad,566 567 583 582
551,quad,567 568 584 583
552,quad,568 569 585 584
553,quad,569 570 586 585
554,quad,570 571 587 586
555,quad,571 572 588 587
556,quad,572 573 589 588
557,quad,573 574 590 589
558,quad,574 575 591 590
559,quad,575 560 576 591
560,quad,576 577 593 592
561,quad,577 578 594 593
562,quad,578 579 595 594
563,quad,579 580 596 595
564,quad,580 581 597 596
565,quad,581 582 598 597
566,quad,582 583 599 598
567,quad,583 584 600 599
568,quad,584 585 601 600
569,quad,585 586 602 601
570,quad,586 587 603 602
571,quad,587 588 604 603
572,quad,588 589 605 604
573,quad,589 590 606 605
574,quad,590 591 607 606
575,quad,591 576 592 607
576,quad,592 593 609 608
577,quad,593 594 610 609
578,quad,594 595 611 610
579,quad,595 596 612 611
580,quad,596 597 613 612
581,quad,597 598 614 613
582,quad,598 599 615 614
583,quad,599 600 616 615
584,quad,600 601 617 616
585,quad,601 602 618 617
586,quad,602 603 619 618
587,quad,603 604 620 619
588,quad,604 605 621 620
589,quad,605 606 622 621
590,quad,606 607 623 622
591,quad,607 592 608 623
592,quad,608 609 625 624
593,quad,609 610 626 625
594,quad,610 611 627 626
595,quad,611 612 628 627
596,quad,612 613 629 628
597,quad,613 614 630 629
598,quad,614 615 631 630
599,quad,615 616 632 631
600,quad,616 617 633 632
601,quad,617 618 634 633
602,quad,618 619 635 634
603,quad,619 620 636 635
604,quad,620 621 637 636
605,quad,621 622 638 637
606,quad,622 623 639 638
607,quad,623 608 624 639
