index,prim:vindex,pindex,N(0),N(1),N(2),Tex(0),Tex(1),Tex(2)
53,13:1,14,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.14285714285714285,0.0
54,13:2,20,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.21428571428571427,0.0
55,13:3,19,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.21428571428571427,0.0
56,14:0,14,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.14285714285714285,0.0
57,14:1,15,0.0,-1.0,-1.2246467991473532e-16,0.5,0.14285714285714285,0.0
58,14:2,21,0.0,-1.0,-1.2246467991473532e-16,0.5,0.21428571428571427,0.0
59,14:3,20,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.21428571428571427,0.0
60,15:0,15,0.0,-1.0,-1.2246467991473532e-16,0.5,0.14285714285714285,0.0
61,15:1,16,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.14285714285714285,0.0
62,15:2,22,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.21428571428571427,0.0
63,15:3,21,0.0,-1.0,-1.2246467991473532e-16,0.5,0.21428571428571427,0.0
64,16:0,16,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.14285714285714285,0.0
65,16:1,17,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.14285714285714285,0.0
66,16:2,23,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.21428571428571427,0.0
67,16:3,22,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.21428571428571427,0.0
68,17:0,17,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.14285714285714285,0.0
69,17:1,12,0.0,1.0,0.0,1.0,0.14285714285714285,0.0
70,17:2,18,0.0,1.0,0.0,1.0,0.21428571428571427,0.0
71,17:3,23,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.21428571428571427,0.0
72,18:0,18,0.0,1.0,0.0,0.0,0.21428571428571427,0.0
73,18:1,19,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.21428571428571427,0.0
74,18:2,25,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.2857142857142857,0.0
75,18:3,24,0.0,1.0,0.0,0.0,0.2857142857142857,0.0
76,19:0,19,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.21428571428571427,0.0
77,19:1,20,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.21428571428571427,0.0
78,19:2,26,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.2857142857142857,0.0
79,19:3,25,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.2857142857142857,0.0
80,20:0,20,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.21428571428571427,0.0
81,20:1,21,0.0,-1.0,-1.2246467991473532e-16,0.5,0.21428571428571427,0.0
82,20:2,27,0.0,-1.0,-1.2246467991473532e-16,0.5,0.2857142857142857,0.0
83,20:3,26,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.2857142857142857,0.0
84,21:0,21,0.0,-1.0,-1.2246467991473532e-16,0.5,0.21428571428571427,0.0
85,21:1,22,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.21428571428571427,0.0
86,21:2,28,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.2857142857142857,0.0
87,21:3,27,0.0,-1.0,-1.2246467991473532e-16,0.5,0.2857142857142857,0.0
88,22:0,22,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.21428571428571427,0.0
89,22:1,23,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.21428571428571427,0.0
90,22:2,29,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.2857142857142857,0.0
91,22:3,28,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.2857142857142857,0.0
92,23:0,23,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.21428571428571427,0.0
93,23:1,18,0.0,1.0,0.0,1.0,0.21428571428571427,0.0
94,23:2,24,0.0,1.0,0.0,1.0,0.2857142857142857,0.0
95,23:3,29,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.2857142857142857,0.0
96,24:0,24,0.0,1.0,0.0,0.0,0.2857142857142857,0.0
97,24:1,25,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.2857142857142857,0.0
98,24:2,31,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.35714285714285715,0.0
99,24:3,30,0.0,1.0,0.0,0.0,0.35714285714285715,0.0
100,25:0,25,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.2857142857142857,0.0
101,25:1,26,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.2857142857142857,0.0
102,25:2,32,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.35714285714285715,0.0
103,25:3,31,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.35714285714285715,0.0
104,26:0,26,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.2857142857142857,0.0
105,26:1,27,0.0,-1.0,-1.2246467991473532e-16,0.5,0.2857142857142857,0.0
106,26:2,33,0.0,-1.0,-1.2246467991473532e-16,0.5,0.35714285714285715,0.0
107,26:3,32,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.35714285714285715,0.0
108,27:0,27,0.0,-1.0,-1.2246467991473532e-16,0.5,0.2857142857142857,0.0
109,27:1,28,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.2857142857142857,0.0
110,27:2,34,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.35714285714285715,0.0
111,27:3,33,0.0,-1.0,-1.2246467991473532e-16,0.5,0.35714285714285715,0.0
112,28:0,28,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.2857142857142857,0.0
113,28:1,29,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.2857142857142857,0.0
114,28:2,35,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.35714285714285715,0.0
115,28:3,34,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.35714285714285715,0.0
116,29:0,29,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.2857142857142857,0.0
117,29:1,24,0.0,1.0,0.0,1.0,0.2857142857142857,0.0
118,29:2,30,0.0,1.0,0.0,1.0,0.35714285714285715,0.0
119,29:3,35,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.35714285714285715,0.0
120,30:0,30,0.0,1.0,0.0,0.0,0.35714285714285715,0.0
121,30:1,31,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.35714285714285715,0.0
122,30:2,37,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.42857142857142855,0.0
123,30:3,36,0.0,1.0,0.0,0.0,0.42857142857142855,0.0
124,31:0,31,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.35714285714285715,0.0
125,31:1,32,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.35714285714285715,0.0
126,31:2,38,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.42857142857142855,0.0
127,31:3,37,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.42857142857142855,0.0
128,32:0,32,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.35714285714285715,0.0
129,32:1,33,0.0,-1.0,-1.2246467991473532e-16,0.5,0.35714285714285715,0.0
130,32:2,39,0.0,-1.0,-1.2246467991473532e-16,0.5,0.42857142857142855,0.0
131,32:3,38,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.42857142857142855,0.0
132,33:0,33,0.0,-1.0,-1.2246467991473532e-16,0.5,0.35714285714285715,0.0
133,33:1,34,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.35714285714285715,0.0
134,33:2,40,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.42857142857142855,0.0
135,33:3,39,0.0,-1.0,-1.2246467991473532e-16,0.5,0.42857142857142855,0.0
136,34:0,34,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.35714285714285715,0.0
137,34:1,35,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.35714285714285715,0.0
138,34:2,41,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.42857142857142855,0.0
139,34:3,40,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.42857142857142855,0.0
140,35:0,35,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.35714285714285715,0.0
141,35:1,30,0.0,1.0,0.0,1.0,0.35714285714285715,0.0
142,35:2,36,0.0,1.0,0.0,1.0,0.42857142857142855,0.0
143,35:3,41,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.42857142857142855,0.0
144,36:0,36,0.0,1.0,0.0,0.0,0.42857142857142855,0.0
145,36:1,37,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.42857142857142855,0.0
146,36:2,43,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.5,0.0
147,36:3,42,0.0,1.0,0.0,0.0,0.5,0.0
148,37:0,37,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.42857142857142855,0.0
149,37:1,38,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.42857142857142855,0.0
150,37:2,44,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.5,0.0
151,37:3,43,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.5,0.0
152,38:0,38,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.42857142857142855,0.0
153,38:1,39,0.0,-1.0,-1.2246467991473532e-16,0.5,0.42857142857142855,0.0
154,38:2,45,0.0,-1.0,-1.2246467991473532e-16,0.5,0.5,0.0
155,38:3,44,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.5,0.0
156,39:0,39,0.0,-1.0,-1.2246467991473532e-16,0.5,0.42857142857142855,0.0
157,39:1,40,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.42857142857142855,0.0
158,39:2,46,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.5,0.0
159,39:3,45,0.0,-1.0,-1.2246467991473532e-16,0.5,0.5,0.0
160,40:0,40,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.42857142857142855,0.0
161,40:1,41,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.42857142857142855,0.0
162,40:2,47,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.5,0.0
163,40:3,46,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.5,0.0
164,41:0,41,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.42857142857142855,0.0
165,41:1,36,0.0,1.0,0.0,1.0,0.42857142857142855,0.0
166,41:2,42,0.0,1.0,0.0,1.0,0.5,0.0
167,41:3,47,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.5,0.0
168,42:0,42,0.0,1.0,0.0,0.0,0.5,0.0
169,42:1,43,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.5,0.0
170,42:2,49,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.5714285714285714,0.0
171,42:3,48,0.0,1.0,0.0,0.0,0.5714285714285714,0.0
172,43:0,43,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.5,0.0
173,43:1,44,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.5,0.0
174,43:2,50,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.5714285714285714,0.0
175,43:3,49,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.5714285714285714,0.0
176,44:0,44,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.5,0.0
177,44:1,45,0.0,-1.0,-1.2246467991473532e-16,0.5,0.5,0.0
178,44:2,51,0.0,-1.0,-1.2246467991473532e-16,0.5,0.5714285714285714,0.0
179,44:3,50,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.5714285714285714,0.0
180,45:0,45,0.0,-1.0,-1.2246467991473532e-16,0.5,0.5,0.0
181,45:1,46,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.5,0.0
182,45:2,52,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.5714285714285714,0.0
183,45:3,51,0.0,-1.0,-1.2246467991473532e-16,0.5,0.5714285714285714,0.0
184,46:0,46,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.5,0.0
185,46:1,47,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.5,0.0
186,46:2,53,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.5714285714285714,0.0
187,46:3,52,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.5714285714285714,0.0
188,47:0,47,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.5,0.0
189,47:1,42,0.0,1.0,0.0,1.0,0.5,0.0
190,47:2,48,0.0,1.0,0.0,1.0,0.5714285714285714,0.0
191,47:3,53,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.5714285714285714,0.0
192,48:0,48,0.0,1.0,0.0,0.0,0.5714285714285714,0.0
193,48:1,49,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.5714285714285714,0.0
194,48:2,55,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.6428571428571429,0.0
195,48:3,54,0.0,1.0,0.0,0.0,0.6428571428571429,0.0
196,49:0,49,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.5714285714285714,0.0
197,49:1,50,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.5714285714285714,0.0
198,49:2,56,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.6428571428571429,0.0
199,49:3,55,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.6428571428571429,0.0
200,50:0,50,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.5714285714285714,0.0
201,50:1,51,0.0,-1.0,-1.2246467991473532e-16,0.5,0.5714285714285714,0.0
202,50:2,57,0.0,-1.0,-1.2246467991473532e-16,0.5,0.6428571428571429,0.0
203,50:3,56,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.6428571428571429,0.0
204,51:0,51,0.0,-1.0,-1.2246467991473532e-16,0.5,0.5714285714285714,0.0
205,51:1,52,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.5714285714285714,0.0
206,51:2,58,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.6428571428571429,0.0
207,51:3,57,0.0,-1.0,-1.2246467991473532e-16,0.5,0.6428571428571429,0.0
208,52:0,52,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.5714285714285714,0.0
209,52:1,53,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.5714285714285714,0.0
210,52:2,59,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.6428571428571429,0.0
211,52:3,58,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.6428571428571429,0.0
212,53:0,53,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.5714285714285714,0.0
213,53:1,48,0.0,1.0,0.0,1.0,0.5714285714285714,0.0
214,53:2,54,0.0,1.0,0.0,1.0,0.6428571428571429,0.0
215,53:3,59,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.6428571428571429,0.0
216,54:0,54,0.0,1.0,0.0,0.0,0.6428571428571429,0.0
217,54:1,55,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.6428571428571429,0.0
218,54:2,61,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.7142857142857143,0.0
219,54:3,60,0.0,1.0,0.0,0.0,0.7142857142857143,0.0
220,55:0,55,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.6428571428571429,0.0
221,55:1,56,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.6428571428571429,0.0
222,55:2,62,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.7142857142857143,0.0
223,55:3,61,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.7142857142857143,0.0
224,56:0,56,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.6428571428571429,0.0
225,56:1,57,0.0,-1.0,-1.2246467991473532e-16,0.5,0.6428571428571429,0.0
226,56:2,63,0.0,-1.0,-1.2246467991473532e-16,0.5,0.7142857142857143,0.0
227,56:3,62,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.7142857142857143,0.0
228,57:0,57,0.0,-1.0,-1.2246467991473532e-16,0.5,0.6428571428571429,0.0
229,57:1,58,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.6428571428571429,0.0
230,57:2,64,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.7142857142857143,0.0
231,57:3,63,0.0,-1.0,-1.2246467991473532e-16,0.5,0.7142857142857143,0.0
232,58:0,58,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.6428571428571429,0.0
233,58:1,59,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.6428571428571429,0.0
234,58:2,65,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.7142857142857143,0.0
235,58:3,64,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.7142857142857143,0.0
236,59:0,59,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.6428571428571429,0.0
237,59:1,54,0.0,1.0,0.0,1.0,0.6428571428571429,0.0
238,59:2,60,0.0,1.0,0.0,1.0,0.7142857142857143,0.0
239,59:3,65,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.7142857142857143,0.0
240,60:0,60,0.0,1.0,0.0,0.0,0.7142857142857143,0.0
241,60:1,61,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.7142857142857143,0.0
242,60:2,67,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.7857142857142857,0.0
243,60:3,66,0.0,1.0,0.0,0.0,0.7857142857142857,0.0
244,61:0,61,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.7142857142857143,0.0
245,61:1,62,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.7142857142857143,0.0
246,61:2,68,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.7857142857142857,0.0
247,61:3,67,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.7857142857142857,0.0
248,62:0,62,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.7142857142857143,0.0
249,62:1,63,0.0,-1.0,-1.2246467991473532e-16,0.5,0.7142857142857143,0.0
250,62:2,69,0.0,-1.0,-1.2246467991473532e-16,0.5,0.7857142857142857,0.0
251,62:3,68,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.7857142857142857,0.0
252,63:0,63,0.0,-1.0,-1.2246467991473532e-16,0.5,0.7142857142857143,0.0
253,63:1,64,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.7142857142857143,0.0
254,63:2,70,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.7857142857142857,0.0
255,63:3,69,0.0,-1.0,-1.2246467991473532e-16,0.5,0.7857142857142857,0.0
256,64:0,64,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.7142857142857143,0.0
257,64:1,65,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.7142857142857143,0.0
258,64:2,71,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.7857142857142857,0.0
259,64:3,70,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.7857142857142857,0.0
260,65:0,65,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.7142857142857143,0.0
261,65:1,60,0.0,1.0,0.0,1.0,0.7142857142857143,0.0
262,65:2,66,0.0,1.0,0.0,1.0,0.7857142857142857,0.0
263,65:3,71,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.7857142857142857,0.0
264,66:0,66,0.0,1.0,0.0,0.0,0.7857142857142857,0.0
265,66:1,67,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.7857142857142857,0.0
266,66:2,73,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.8571428571428571,0.0
267,66:3,72,0.0,1.0,0.0,0.0,0.8571428571428571,0.0
268,67:0,67,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.7857142857142857,0.0
269,67:1,68,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.7857142857142857,0.0
270,67:2,74,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.8571428571428571,0.0
271,67:3,73,0.0,0.5000000000000001,-0.8660254037844386,0.16666666666666666,0.8571428571428571,0.0
272,68:0,68,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.7857142857142857,0.0
273,68:1,69,0.0,-1.0,-1.2246467991473532e-16,0.5,0.7857142857142857,0.0
274,68:2,75,0.0,-1.0,-1.2246467991473532e-16,0.5,0.8571428571428571,0.0
275,68:3,74,0.0,-0.4999999999999998,-0.8660254037844387,0.3333333333333333,0.8571428571428571,0.0
276,69:0,69,0.0,-1.0,-1.2246467991473532e-16,0.5,0.7857142857142857,0.0
277,69:1,70,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.7857142857142857,0.0
278,69:2,76,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.8571428571428571,0.0
279,69:3,75,0.0,-1.0,-1.2246467991473532e-16,0.5,0.8571428571428571,0.0
280,70:0,70,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.7857142857142857,0.0
281,70:1,71,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.7857142857142857,0.0
282,70:2,77,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.8571428571428571,0.0
283,70:3,76,-0.0,-0.5000000000000004,0.8660254037844385,0.6666666666666666,0.8571428571428571,0.0
284,71:0,71,0.0,0.49999999999999933,0.866025403784439,0.8333333333333334,0.7857142857142857,0.0
