index,P(0),P(1),P(2)
0,-2.0,2.0,0.25
1,-1.9043291419087276,2.0,0.23096988312782168
2,-1.823223304703363,2.0,0.1767766952966369
3,-1.7690301168721783,2.0,0.09567085809127246
4,-1.75,2.0,1.5308084989341915e-17
5,-1.7690301168721783,2.0,-0.09567085809127243
6,-1.823223304703363,2.0,-0.17677669529663687
7,-1.9043291419087276,2.0,-0.23096988312782168
8,-2.0,2.0,-0.25
9,-2.0956708580912724,2.0,-0.2309698831278217
10,-2.176776695296637,2.0,-0.17677669529663692
11,-2.2309698831278215,2.0,-0.09567085809127258
12,-2.25,2.0,-4.592425496802574e-17
13,-2.2309698831278215,2.0,0.0956708580912725
14,-2.176776695296637,2.0,0.17677669529663684
15,-2.0956708580912724,2.0,0.23096988312782163
16,-2.0,1.9491525423728815,0.25
17,-1.9043291419087276,1.9491525423728815,0.23096988312782168
18,-1.823223304703363,1.9491525423728815,0.1767766952966369
19,-1.7690301168721783,1.9491525423728815,0.09567085809127246
20,-1.75,1.9491525423728815,1.5308084989341915e-17
21,-1.7690301168721783,1.9491525423728815,-0.09567085809127243
22,-1.823223304703363,1.9491525423728815,-0.17677669529663687
23,-1.9043291419087276,1.9491525423728815,-0.23096988312782168
24,-2.0,1.9491525423728815,-0.25
25,-2.0956708580912724,1.9491525423728815,-0.2309698831278217
26,-2.176776695296637,1.9491525423728815,-0.17677669529663692
27,-2.2309698831278215,1.9491525423728815,-0.09567085809127258
28,-2.25,1.9491525423728815,-4.592425496802574e-17
29,-2.2309698831278215,1.9491525423728815,0.0956708580912725
30,-2.176776695296637,1.9491525423728815,0.17677669529663684
31,-2.0956708580912724,1.9491525423728815,0.23096988312782163
32,-2.0,1.8983050847457628,0.25
33,-1.9043291419087276,1.8983050847457628,0.23096988312782168
34,-1.823223304703363,1.8983050847457628,0.1767766952966369
35,-1.7690301168721783,1.8983050847457628,0.09567085809127246
36,-1.75,1.8983050847457628,1.5308084989341915e-17
37,-1.7690301168721783,1.8983050847457628,-0.09567085809127243
38,-1.823223304703363,1.8983050847457628,-0.17677669529663687
39,-1.9043291419087276,1.8983050847457628,-0.23096988312782168
40,-2.0,1.8983050847457628,-0.25
41,-2.0956708580912724,1.8983050847457628,-0.2309698831278217
42,-2.176776695296637,1.8983050847457628,-0.17677669529663692
43,-2.2309698831278215,1.8983050847457628,-0.09567085809127258
44,-2.25,1.8983050847457628,-4.592425496802574e-17
45,-2.2309698831278215,1.8983050847457628,0.0956708580912725
46,-2.176776695296637,1.8983050847457628,0.17677669529663684
47,-2.0956708580912724,1.8983050847457628,0.23096988312782163
48,-2.0,1.8474576271186443,0.25
49,-1.9043291419087276,1.8474576271186443,0.23096988312782168
50,-1.823223304703363,1.8474576271186443,0.1767766952966369
51,-1.7690301168721783,1.8474576271186443,0.09567085809127246
