index,P(0),P(1),P(2)
0,-1.0,0.125,0.0
1,-1.003808259449576,0.06250000000000001,-0.10818616898644999
2,-1.003808259449576,-0.06249999999999997,-0.10818616898645
3,-1.0,-0.125,-1.529860959993831e-17
4,-0.9961917405504239,-0.06250000000000006,0.10818616898644998
5,-0.9961917405504239,0.06249999999999992,0.10818616898645005
6,-0.860856655811816,0.125,-0.004897982434488768
7,-0.8663992689150378,0.06250000000000001,-0.11300917260455393
8,-0.8663992689150378,-0.06249999999999997,-0.11300917260455394
9,-0.860856655811816,-0.125,-0.004897982434488784
10,-0.8553140427085942,-0.06250000000000006,0.10321320773557636
11,-0.8553140427085942,0.06249999999999992,0.10321320773557643
12,-0.7219259954670084,0.125,-0.014256217314465258
13,-0.729804890133409,0.06250000000000001,-0.12222229077662172
14,-0.729804890133409,-0.06249999999999997,-0.12222229077662174
15,-0.7219259954670084,-0.125,-0.014256217314465273
16,-0.7140471008006078,-0.06250000000000006,0.09370985614769119
17,-0.7140471008006078,0.06249999999999992,0.09370985614769126
18,-0.5831071160409101,0.125,-0.0251669363504913
19,-0.591780972875903,0.06250000000000001,-0.13307205303921021
20,-0.591780972875903,-0.06249999999999997,-0.13307205303921024
21,-0.5831071160409101,-0.125,-0.025166936350491314
22,-0.5744332592059173,-0.06250000000000006,0.08273818033822761
23,-0.5744332592059173,0.06249999999999992,0.08273818033822768
24,-0.4443276373025037,0.125,-0.03657071444154834
25,-0.45315556400704643,0.06250000000000001,-0.1444633356447577
26,-0.45315556400704643,-0.06249999999999997,-0.14446333564475772
27,-0.4443276373025037,-0.125,-0.03657071444154835
28,-0.43549971059796094,-0.06250000000000006,0.071321906761661
29,-0.43549971059796094,0.06249999999999992,0.07132190676166109
30,-0.3055402754574675,0.125,-0.04787784741147169
31,-0.31412609494474,0.06250000000000001,-0.15579000476054877
32,-0.31412609494474,-0.06249999999999997,-0.15579000476054877
33,-0.3055402754574675,-0.125,-0.047877847411471705
34,-0.296954455970195,-0.06250000000000006,0.060034309937605376
35,-0.296954455970195,0.06249999999999992,0.060034309937605446
36,-0.1667111674371374,0.125,-0.05865872524136437
37,-0.17473759474085548,0.06250000000000001,-0.16661393106645705
38,-0.17473759474085548,-0.06249999999999997,-0.16661393106645708
39,-0.1667111674371374,-0.125,-0.05865872524136438
40,-0.15868474013341932,-0.06250000000000006,0.04929648058372832
41,-0.15868474013341932,0.06249999999999992,0.04929648058372839
42,-0.027814396561333485,0.125,-0.0685266578165267
43,-0.03497083422706484,0.06250000000000001,-0.17654302416874434
44,-0.03497083422706484,-0.06249999999999997,-0.17654302416874437
45,-0.027814396561333485,-0.125,-0.06852665781652671
46,-0.02065795889560213,-0.06250000000000006,0.03948970853569095
47,-0.020657958895602128,0.06249999999999992,0.03948970853569102
48,0.11116982607320433,0.125,-0.0770692501988856
49,0.10523930966006503,0.06250000000000001,-0.18515985559580936
50,0.10523930966006503,-0.06249999999999997,-0.1851598555958094
51,0.11116982607320433,-0.125,-0.07706925019888561
52,0.11710034248634363,-0.06250000000000006,0.031021355198038156
53,0.11710034248634363,0.06249999999999992,0.031021355198038225
54,0.25025374560582847,0.125,-0.08378318890022102
55,0.24601204358546047,0.06250000000000001,-0.1919532307970901
56,0.24601204358546047,-0.06249999999999997,-0.1919532307970901
57,0.25025374560582847,-0.125,-0.08378318890022103
58,0.25449544762619647,-0.06250000000000006,0.02438685299664803
59,0.25449544762619647,0.06249999999999992,0.024386852996648098
60,0.3894350799731232,0.125,-0.08798094320526194
61,0.3875563350898475,0.06250000000000001,-0.1962178145461482
62,0.3875563350898475,-0.06249999999999997,-0.19621781454614823
63,0.3894350799731232,-0.125,-0.08798094320526195
64,0.39131382485639893,-0.06250000000000006,0.02025592813562431
65,0.39131382485639893,0.06249999999999992,0.02025592813562438
66,0.5286754011058555,0.125,-0.08861595294988031
67,0.5302696110885156,0.06250000000000001,-0.19685738907547495
68,0.5302696110885156,-0.06249999999999997,-0.19685738907547498
69,0.5286754011058555,-0.125,-0.08861595294988033
70,0.5270811911231955,-0.06250000000000006,0.01962548317571433
71,0.5270811911231955,0.06249999999999992,0.0196254831757144
72,0.6678286049102572,0.125,-0.08388068592442048
73,0.6750578179535012,0.06250000000000001,-0.19189220604507884
74,0.6750578179535012,-0.06249999999999997,-0.19189220604507887
75,0.6678286049102572,-0.125,-0.0838806859244205
76,0.6605993918670132,-0.06250000000000006,0.024130834196237877
77,0.6605993918670132,0.06249999999999992,0.024130834196237946
78,0.8063396425369802,0.125,-0.0700318801254816
79,0.8248983995123318,0.06250000000000001,-0.17668234913302905
80,0.8248983995123318,-0.06249999999999997,-0.17668234913302905
81,0.8063396425369802,-0.125,-0.07003188012548162
82,0.7877808855616286,-0.06250000000000006,0.03661858888206583
